id,titolo,descrizione,programma,tipo,stato,data_apertura,data_chiusura,budget_totale,contributo_max,beneficiari,settore,keywords,ente,link
,Closing the research and innovation divide: the crucial role of innovation support services and knowledge exchange,"Innovative, Sustainable and Inclusive Bioeconomy",31045243,1,31094503,2014-07-25T00:00:00.000+0000,2015-06-11T00:00:00.000+0000,,,,,"Innovation support services, Demand driven innovation, Service innovation, Social innovation, Knowledge transfer",H2020-ISIB-2014-2015,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Independent testing programme on premature obsolescence,Greening the economy in line with the Sustainable Development Goals (SDGs),31045243,1,31094503,2017-11-07T00:00:00.000+0000,2018-02-27T00:00:00.000+0000,,,,,"Business development, Sustainable design (for recycling, for environment, Public sector innovation, Social studies of science and technology, Resources efficiency",H2020-SC5-2018-2019-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,New ecodesign and energy labelling compliance support facility for suppliers and retailers,LIFE-2022-CET,43252405,1,31094503,2022-05-17T00:00:00.000+0000,2022-11-16T00:00:00.000+0000,,,,,"ecodesign, labelling, compliance, products",LIFE-2022-CET,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Improving the financeability and attractiveness of sustainable energy investments,Energy Efficiency,31045243,1,31094503,2014-12-10T00:00:00.000+0000,2015-06-04T00:00:00.000+0000,,,,,"Energy efficiency - general, Financial mechanisms, Financing sustainable energy, Social sciences and humanities, Energy end-use efficiency and energy services",H2020-EE-2014-2015,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Apply microorganisms and/or enzymes to resolve end-of-life issues of plastics,H2020-BBI-JTI-2019,31045243,1,31094503,2019-04-04T00:00:00.000+0000,2019-09-04T00:00:00.000+0000,,,,,"Environmental biotechnology, bioremediation, biode, Cross-cutting Key-Enabling Technologies (KETs), Social sciences and humanities, Enzymology, Circular economy",H2020-BBI-JTI-2019,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Strengthening the human capital of research infrastructures,"Support to Innovation, Human resources, Policy and International cooperation for research infrastructures",31045243,1,31094503,2013-12-11T00:00:00.000+0000,2014-09-02T00:00:00.000+0000,,,,,"International cooperation, Social sciences and humanities, Science education, Training, Human capital",H2020-INFRASUPP-2014-2015,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,ERA-NET: Establishing synergies between the Joint Programming on Neurodegenerative Diseases Research and Horizon 2020,Health Co-ordination activities,31045243,1,31094503,2013-12-11T00:00:00.000+0000,2014-04-15T00:00:00.000+0000,,,,,"ERA-NET, Clinical studies, Cell model, Stakeholders, Common priorities",H2020-HCO-2014-2015,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Tilt Rotor Whirl Flutter experimental investigation and assessment,Clean Sky 2 Call for Proposals 09,31045243,1,31094503,2018-11-26T00:00:00.000+0000,2019-02-06T00:00:00.000+0000,,,,,,H2020-CS2-CFP09-2018-02,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Nutrient recovery from biobased waste streams and residues,BIO BASED INDUSTRIES PPP,31045243,1,31094503,2014-07-09T00:00:00.000+0000,2014-10-15T00:00:00.000+0000,,,,,"Biomass, Bioproducts (products that are manufactured using, Impact Assessment, Sustainability, Agroindustry",H2020-BBI-PPP-2014-1,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Significant improvement of installation and service for fuel cell systems by Design-to-Service,FCH2 JU call for proposals 2014,31045243,1,31094503,2014-07-09T00:00:00.000+0000,2014-11-06T00:00:00.000+0000,,,,,"Fuel Cells, Operation diagnostics, Fuel cell stack, Technical intervention time, Service manual",H2020-JTI-FCH-2014-1,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Organisational innovation to increase energy efficiency in industry,Energy Efficiency,31045243,1,31094503,2014-12-10T00:00:00.000+0000,2015-06-04T00:00:00.000+0000,,,,,"Energy efficient industry, Energy management, Energy end-use efficiency and energy services, Social sciences and humanities, Industrial processes",H2020-EE-2014-2015,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,InCo flagship on “Urban mobility and sustainable electrification in large urban areas in developing and emerging economies”,"Building a low-carbon, climate resilient future: Green Vehicles",31045243,1,31094503,2018-12-04T00:00:00.000+0000,2019-04-25T00:00:00.000+0000,,,,,"Open Innovation, Awareness Raising, Responsible Research and Innovation, International cooperation, Accelerating Clean Energy Innovation",H2020-LC-GV-2018-2019-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,"Demonstrating the potential of Nature-based Solutions and the New European Bauhaus to contribute to sustainable, inclusive and resilient living spaces and communities",Biodiversity and ecosystem services,43108390,1,31094503,2023-10-16T22:00:00.000+0000,2024-02-21T23:00:00.000+0000,,,,,"Architectural design, Architecture - Culture, Architecture and building, Architecture, smart buildings, smart cities, urban engineering, Climate change adaptation",HORIZON-CL6-2024-BIODIV-02,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,"Demonstrating Nature-based Solutions for the sustainable management of water resources in a changing climate, with special attention to reducing the impacts of extreme droughts",Biodiversity and ecosystem services,43108390,1,31094503,2023-10-16T22:00:00.000+0000,2024-02-21T23:00:00.000+0000,,,,,"Biodiversity conservation, Catchment scale water management, Circular economy, Ecosystem management, Fresh water ecosystems",HORIZON-CL6-2024-BIODIV-02,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Promoting minor crops in farming systems  ,Biodiversity and ecosystem services,43108390,1,31094503,2023-10-16T22:00:00.000+0000,2024-02-21T23:00:00.000+0000,,,,,"Agricultural marketing, Agriculture related to crop production, soil biology and cultivation, applied plant biology, Agriculture, Rural Development, Fisheries, Agrobiodiversity, Crop rotations",HORIZON-CL6-2024-BIODIV-02,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,ERC STARTING GRANTS,Call for Proposals for ERC Starting Grant,43108390,1,31094503,2021-02-24T23:00:00.000+0000,2021-04-11T22:00:00.000+0000,,,,,,ERC-2021-STG,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,ERC ADVANCED GRANTS,Call for Proposals for ERC Advanced Grant,43108390,1,31094503,2021-05-19T22:00:00.000+0000,2021-08-30T22:00:00.000+0000,,,,,,ERC-2021-ADG,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,ERC CONSOLIDATOR GRANTS,Call for Proposals for ERC Consolidator Grant,43108390,1,31094503,2021-03-10T23:00:00.000+0000,2021-04-19T22:00:00.000+0000,,,,,,ERC-2021-COG,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,EU Prize for Women Innovators,EU Prize for Women Innovators,43108390,1,31094503,2021-03-17T23:00:00.000+0000,2021-06-29T22:00:00.000+0000,,,,,,HORIZON-EIC-2021-WomenInnovatorsPrize,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,FAIR and open data sharing in support to European preparedness for COVID-19 and other infectious diseases,FAIR and open data sharing in support to European preparedness for COVID-19 and other infectious diseases,43108390,1,31094503,2021-04-14T22:00:00.000+0000,2021-05-19T22:00:00.000+0000,,,,,"Health, Molecular biology, Public health and epidemiology, Technologies and Use Cases Dimension, eInfrastructure",HORIZON-INFRA-2021-EMERGENCY-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,The European Capital of Innovation Awards,The European Capital of Innovation Awards (iCapital),43108390,1,31094503,2021-03-17T23:00:00.000+0000,2021-07-14T22:00:00.000+0000,,,,,,HORIZON-EIC-2021-iCapitalPrize,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Twinning,Twinning,43108390,1,31094503,2021-07-19T22:00:00.000+0000,2022-01-17T23:00:00.000+0000,,,,,"Aeronautics, Agricultural biotechnology, Agriculture, Forestry, and Fisheries, Agriculture, Rural Development, Fisheries, Animal and Dairy science",HORIZON-WIDERA-2021-ACCESS-03,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Excellence Hubs,Excellence Hubs,43108390,1,31094503,2021-11-02T23:00:00.000+0000,2022-03-14T23:00:00.000+0000,,,,,,HORIZON-WIDERA-2022-ACCESS-04,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,European Researchers' Night 2022-2023,MSCA and Citizens 2022,43108390,1,31094503,2021-06-21T22:00:00.000+0000,2021-10-06T22:00:00.000+0000,,,,,,HORIZON-MSCA-2022-CITIZENS-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Teaming for Excellence,Teaming for Excellence,43108390,1,31094503,2021-06-28T22:00:00.000+0000,2021-10-04T22:00:00.000+0000,,,,,,HORIZON-WIDERA-2022-ACCESS-01-two-stage,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,"User driven applications and tools for regional and local authorities, and other end users focusing on climate impacts, data and knowledge.",Research and Innovation actions in support of the implementation of the Adaptation to Climate Change Mission,43108390,1,31094503,2022-05-11T22:00:00.000+0000,2022-09-26T22:00:00.000+0000,,,,,"Climate change adaptation, Climatology and climate change, Environment, Pollution & Climate, Environmental Monitoring, Safety & Emergency Response, Environmental monitoring systems",HORIZON-MISS-2022-CLIMA-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Transformation of regional economic systems for climate resilience and sustainability,Research and Innovation actions in support of the implementation of the Adaptation to Climate Change Mission,43108390,1,31094503,2022-05-11T22:00:00.000+0000,2022-09-26T22:00:00.000+0000,,,,,"Agricultural economics, Behavioural economics, Climate change adaptation, Climatology and climate change, Development, economic growth",HORIZON-MISS-2022-CLIMA-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,"Testing and demonstrating transformative solutions on climate resilience, mainstreaming nature based solutions in the systemic transformation",Research and Innovation actions in support of the implementation of the Adaptation to Climate Change Mission,43108390,1,31094503,2022-05-11T22:00:00.000+0000,2022-09-26T22:00:00.000+0000,,,,,"Biodiversity conservation, Climate change adaptation, Environment, Pollution & Climate, Forest adaptation to climate change, Integrated management of water",HORIZON-MISS-2022-CLIMA-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Best practices on and piloting insurance solutions for climate adaptation in EU regions and communities,Research and Innovation actions in support of the implementation of the Adaptation to Climate Change Mission,43108390,1,31094503,2022-05-11T22:00:00.000+0000,2022-09-26T22:00:00.000+0000,,,,,"Climate change adaptation, Coastal Adaptation, Forest adaptation to climate change, Human-related risks/threats (social engineering, insider misuse, etc.), Insurance & Finance",HORIZON-MISS-2022-CLIMA-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Boost the sponge function of landscape as a way to improve climate-resilience to water management challenges,Research and Innovation actions in support of the implementation of the Adaptation to Climate Change Mission,43108390,1,31094503,2022-05-11T22:00:00.000+0000,2022-09-26T22:00:00.000+0000,,,,,"Climate change adaptation, Climatology and climate change, Grassland management, Hydrology (Water science), Spatial development and architecture, land use, regional planning",HORIZON-MISS-2022-CLIMA-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Industrial Research & Validation for Master Plan Phase C Connected and Automated ATM,Digital European Sky Industrial Research 01,43108390,1,31094503,2022-04-06T22:00:00.000+0000,2022-10-12T22:00:00.000+0000,,,,,,HORIZON-SESAR-2022-DES-IR-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Industrial Research & Validation for Master Plan Phase C Capacity-on-Demand and Dynamic Airspace,Digital European Sky Industrial Research 01,43108390,1,31094503,2022-04-06T22:00:00.000+0000,2022-10-12T22:00:00.000+0000,,,,,,HORIZON-SESAR-2022-DES-IR-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Industrial Research & Validation for Master Plan Phase C Civil-military Interoperability & Coordination,Digital European Sky Industrial Research 01,43108390,1,31094503,2022-04-06T22:00:00.000+0000,2022-10-12T22:00:00.000+0000,,,,,,HORIZON-SESAR-2022-DES-IR-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Industrial Research & Validation for Connected and Automated ATM,Digital European Sky Industrial Research 01,43108390,1,31094503,2022-04-06T22:00:00.000+0000,2022-10-12T22:00:00.000+0000,,,,,,HORIZON-SESAR-2022-DES-IR-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
